grid_size,grid_res,years,mu,p_spread,rho,n_repeats,initial_flammable_fraction,initial_num_flammable_clusters,burned_fraction,num_fires,median_fire_size_ha,max_fire_size_ha,sd_fire_size_ha
100,500,1,0.04,0.7,0.4,3,0.4006,1073,0.0427,97,75.0,700.0,110.79956558904945
100,500,1,0.04,0.7,0.4,3,0.4004,1069,0.0436,95,75.0,575.0,117.2320425504649
100,500,1,0.04,0.7,0.4,3,0.3973,1059,0.0409,97,50.0,525.0,109.83978515845739
100,500,1,0.04,0.8,0.4,3,0.3951,1110,0.0533,97,75.0,775.0,151.20323726881534
100,500,1,0.04,0.8,0.4,3,0.4024,1078,0.0566,99,100.0,500.0,115.52692217827367
100,500,1,0.04,0.8,0.4,3,0.392,1095,0.044,98,75.0,625.0,116.78325128241477
100,500,1,0.04,0.9,0.4,3,0.4088,1026,0.0819,96,137.5,850.0,199.24836381202942
100,500,1,0.04,0.9,0.4,3,0.398,1104,0.0822,96,150.0,1325.0,217.5805795418102
100,500,1,0.04,0.9,0.4,3,0.4095,1098,0.0873,96,137.5,1500.0,274.1482577960403
100,500,1,0.04,1,0.4,3,0.4003,1063,0.0992,100,150.0,1375.0,250.99003964301053
100,500,1,0.04,1,0.4,3,0.3981,1046,0.1006,100,175.0,2300.0,307.2218253965691
100,500,1,0.04,1,0.4,3,0.3998,1111,0.0935,100,150.0,1100.0,236.23015789691206
100,500,1,0.0004,0.3,0.5,3,0.4984,702,0.0004,1,100.0,100.0,0.0
100,500,1,0.0004,0.3,0.5,3,0.5029,677,0.0003,1,75.0,75.0,0.0
100,500,1,0.0004,0.3,0.5,3,0.5082,639,0.0001,1,25.0,25.0,0.0
100,500,1,0.0004,0.4,0.5,3,0.4954,668,0.0001,1,25.0,25.0,0.0
100,500,1,0.0004,0.4,0.5,3,0.5004,689,0.0007,1,175.0,175.0,0.0
100,500,1,0.0004,0.4,0.5,3,0.4928,709,0.0001,1,25.0,25.0,0.0
100,500,1,0.0004,0.5,0.5,3,0.5053,666,0.0003,1,75.0,75.0,0.0
100,500,1,0.0004,0.5,0.5,3,0.5063,685,0.0001,1,25.0,25.0,0.0
100,500,1,0.0004,0.5,0.5,3,0.5017,695,0.0001,1,25.0,25.0,0.0
100,500,1,0.0004,0.6,0.5,3,0.4969,724,0.0002,1,50.0,50.0,0.0
100,500,1,0.0004,0.6,0.5,3,0.5033,651,0.0017,1,425.0,425.0,0.0
100,500,1,0.0004,0.6,0.5,3,0.5071,679,0.0005,1,125.0,125.0,0.0
100,500,1,0.0004,0.7,0.5,3,0.5035,670,0.0008,1,200.0,200.0,0.0
100,500,1,0.0004,0.7,0.5,3,0.4996,674,0.0002,1,50.0,50.0,0.0
100,500,1,0.0004,0.7,0.5,3,0.5035,646,0.0002,1,50.0,50.0,0.0
100,500,1,0.0004,0.8,0.5,3,0.4927,727,0.0013,1,325.0,325.0,0.0
100,500,1,0.0004,0.8,0.5,3,0.4988,686,0.0054,1,1350.0,1350.0,0.0
100,500,1,0.0004,0.8,0.5,3,0.4976,660,0.0002,1,50.0,50.0,0.0
100,500,1,0.0004,0.9,0.5,3,0.5022,655,0.008,1,2000.0,2000.0,0.0
100,500,1,0.0004,0.9,0.5,3,0.5022,693,0.0003,1,75.0,75.0,0.0
100,500,1,0.0004,0.9,0.5,3,0.5042,622,0.0026,1,650.0,650.0,0.0
100,500,1,0.0004,1,0.5,3,0.4958,729,0.0031,1,775.0,775.0,0.0
100,500,1,0.0004,1,0.5,3,0.5043,668,0.0063,1,1575.0,1575.0,0.0
100,500,1,0.0004,1,0.5,3,0.4935,702,0.0017,1,425.0,425.0,0.0
100,500,1,0.002,0.3,0.5,3,0.5004,670,0.001,5,25.0,125.0,38.72983346207417
100,500,1,0.002,0.3,0.5,3,0.5033,703,0.0005,5,25.0,25.0,0.0
100,500,1,0.002,0.3,0.5,3,0.4968,725,0.0014,5,25.0,150.0,55.67764362830022
100,500,1,0.002,0.4,0.5,3,0.5015,693,0.001,5,50.0,75.0,22.360679774997898
100,500,1,0.002,0.4,0.5,3,0.504,679,0.0022,5,100.0,200.0,56.124860801609124
100,500,1,0.002,0.4,0.5,3,0.5042,646,0.001,5,25.0,125.0,38.72983346207417
100,500,1,0.002,0.5,0.5,3,0.494,740,0.0015,5,75.0,150.0,41.83300132670378
100,500,1,0.002,0.5,0.5,3,0.4988,695,0.0016,5,50.0,150.0,48.47679857416329
100,500,1,0.002,0.5,0.5,3,0.4927,735,0.0029,5,50.0,425.0,154.434452114805
100,500,1,0.002,0.6,0.5,3,0.5006,686,0.0023,5,75.0,350.0,121.03718436910205
100,500,1,0.002,0.6,0.5,3,0.5067,671,0.0019,5,75.0,175.0,48.47679857416329
100,500,1,0.002,0.6,0.5,3,0.4975,663,0.0015,5,75.0,150.0,41.83300132670378
100,500,1,0.002,0.7,0.5,3,0.507,673,0.0037,5,50.0,500.0,194.03607911932255
100,500,1,0.002,0.7,0.5,3,0.5013,666,0.0026,5,125.0,200.0,43.01162633521314
100,500,1,0.002,0.7,0.5,3,0.4921,698,0.0091,5,350.0,1125.0,351.5679166249389
100,500,1,0.002,0.8,0.5,3,0.5056,675,0.0052,5,275.0,325.0,58.309518948453004
100,500,1,0.002,0.8,0.5,3,0.4921,736,0.0055,5,75.0,700.0,273.4044622898463
100,500,1,0.002,0.8,0.5,3,0.4989,703,0.0125,5,225.0,2325.0,858.0501150865257
100,500,1,0.002,0.9,0.5,3,0.4974,687,0.0158,5,500.0,1850.0,713.1970274755778
100,500,1,0.002,0.9,0.5,3,0.5083,683,0.0138,5,425.0,1650.0,581.936422644261
100,500,1,0.002,0.9,0.5,3,0.4934,710,0.0082,5,275.0,1125.0,368.64617182333524
100,500,1,0.002,1,0.5,3,0.5088,682,0.0138,5,250.0,2450.0,887.3556220591606
100,500,1,0.002,1,0.5,3,0.5007,642,0.0481,5,1400.0,5300.0,2171.658352503911
100,500,1,0.002,1,0.5,3,0.4957,710,0.0181,5,875.0,1800.0,516.0910772334666
100,500,1,0.04,0.3,0.5,3,0.5013,679,0.0199,99,25.0,175.0,35.26504075828788
100,500,1,0.04,0.3,0.5,3,0.501,696,0.0213,96,50.0,400.0,48.305010334720976
100,500,1,0.04,0.3,0.5,3,0.4947,702,0.0197,97,50.0,175.0,33.76190287384085
100,500,1,0.04,0.4,0.5,3,0.4984,720,0.0298,95,50.0,650.0,88.07969823402682
100,500,1,0.04,0.4,0.5,3,0.5016,697,0.0262,98,50.0,350.0,60.79569229462457
100,500,1,0.04,0.4,0.5,3,0.5069,675,0.0308,96,50.0,650.0,82.90907628574543
100,500,1,0.04,0.5,0.5,3,0.4944,684,0.033,97,50.0,350.0,68.55088728158964
100,500,1,0.04,0.5,0.5,3,0.5063,645,0.0303,95,50.0,675.0,84.7825963429953
100,500,1,0.04,0.5,0.5,3,0.4998,685,0.0346,94,50.0,800.0,107.57312987317387
100,500,1,0.04,0.6,0.5,3,0.5033,668,0.0582,91,75.0,925.0,190.3538896602303
100,500,1,0.04,0.6,0.5,3,0.4998,711,0.0544,89,100.0,1125.0,180.13876526351234
100,500,1,0.04,0.6,0.5,3,0.5083,679,0.0527,92,75.0,1300.0,203.23816282143503
100,500,1,0.04,0.7,0.5,3,0.5023,700,0.0728,98,112.5,1275.0,201.96736450855275
100,500,1,0.04,0.7,0.5,3,0.5028,681,0.0706,91,125.0,1025.0,197.59337267481686
100,500,1,0.04,0.7,0.5,3,0.4978,695,0.0803,86,100.0,2125.0,346.1921277535793
100,500,1,0.04,0.8,0.5,3,0.4991,718,0.116,90,212.5,1925.0,340.4948287346839
100,500,1,0.04,0.8,0.5,3,0.5026,687,0.1201,93,175.0,2075.0,373.080317860618
100,500,1,0.04,0.8,0.5,3,0.4982,704,0.1,85,250.0,1675.0,291.26112851305606
100,500,1,0.04,0.9,0.5,3,0.4986,693,0.166,92,237.5,3000.0,563.2291535379584
100,500,1,0.04,0.9,0.5,3,0.4869,688,0.1759,87,275.0,5325.0,693.3947939922679
100,500,1,0.04,0.9,0.5,3,0.5015,706,0.1462,94,287.5,2250.0,385.19159748402495
100,500,1,0.04,1,0.5,3,0.4984,674,0.2874,100,300.0,8800.0,1220.141487697226
100,500,1,0.04,1,0.5,3,0.4991,695,0.2729,100,337.5,5325.0,946.1256193022151
100,500,1,0.04,1,0.5,3,0.5,705,0.2679,100,300.0,5525.0,955.8654128589443
100,500,1,0.0004,0.3,0.55,3,0.55,466,0.0006,1,150.0,150.0,0.0
100,500,1,0.0004,0.3,0.55,3,0.5484,476,0.0001,1,25.0,25.0,0.0
100,500,1,0.0004,0.3,0.55,3,0.5458,507,0.0002,1,50.0,50.0,0.0
100,500,1,0.0004,0.4,0.55,3,0.5469,479,0.0003,1,75.0,75.0,0.0
100,500,1,0.0004,0.4,0.55,3,0.5455,501,0.0002,1,50.0,50.0,0.0
100,500,1,0.0004,0.4,0.55,3,0.5516,494,0.0002,1,50.0,50.0,0.0
100,500,1,0.0004,0.5,0.55,3,0.5527,447,0.0005,1,125.0,125.0,0.0
100,500,1,0.0004,0.5,0.55,3,0.5541,462,0.0004,1,100.0,100.0,0.0
100,500,1,0.0004,0.5,0.55,3,0.5436,499,0.0002,1,50.0,50.0,0.0
100,500,1,0.0004,0.6,0.55,3,0.5546,476,0.0003,1,75.0,75.0,0.0
100,500,1,0.0004,0.6,0.55,3,0.5509,481,0.0025,1,625.0,625.0,0.0
100,500,1,0.0004,0.6,0.55,3,0.5564,451,0.0002,1,50.0,50.0,0.0
100,500,1,0.0004,0.7,0.55,3,0.5454,506,0.0005,1,125.0,125.0,0.0
100,500,1,0.0004,0.7,0.55,3,0.5494,459,0.0001,1,25.0,25.0,0.0
100,500,1,0.0004,0.7,0.55,3,0.544,514,0.0005,1,125.0,125.0,0.0
100,500,1,0.0004,0.8,0.55,3,0.5575,418,0.0004,1,100.0,100.0,0.0
100,500,1,0.0004,0.8,0.55,3,0.5502,479,0.0038,1,950.0,950.0,0.0
100,500,1,0.0004,0.8,0.55,3,0.5509,471,0.0006,1,150.0,150.0,0.0
100,500,1,0.0004,0.9,0.55,3,0.542,526,0.0122,1,3050.0,3050.0,0.0
100,500,1,0.0004,0.9,0.55,3,0.5497,503,0.0037,1,925.0,925.0,0.0
100,500,1,0.0004,0.9,0.55,3,0.5626,403,0.0018,1,450.0,450.0,0.0
100,500,1,0.0004,1,0.55,3,0.5489,513,0.0566,1,14150.0,14150.0,0.0
100,500,1,0.0004,1,0.55,3,0.5494,443,0.0249,1,6225.0,6225.0,0.0
100,500,1,0.0004,1,0.55,3,0.5494,506,0.0055,1,1375.0,1375.0,0.0
100,500,1,0.002,0.3,0.55,3,0.5473,475,0.0012,5,50.0,100.0,33.91164991562634
100,500,1,0.002,0.3,0.55,3,0.5543,449,0.001,5,50.0,75.0,15.811388300841896
100,500,1,0.002,0.3,0.55,3,0.5448,503,0.0013,5,25.0,125.0,48.98979485566356
100,500,1,0.002,0.4,0.55,3,0.5503,517,0.0009,5,25.0,125.0,40.0
100,500,1,0.002,0.4,0.55,3,0.5532,497,0.0024,5,150.0,175.0,60.0
100,500,1,0.002,0.4,0.55,3,0.5461,508,0.0014,5,75.0,150.0,45.8257569495584
100,500,1,0.002,0.5,0.55,3,0.5489,489,0.0034,5,175.0,350.0,114.45523142259597
100,500,1,0.002,0.5,0.55,3,0.5454,508,0.0018,5,75.0,200.0,60.41522986797286
100,500,1,0.002,0.5,0.55,3,0.5552,444,0.0023,5,75.0,250.0,78.4219357067906
100,500,1,0.002,0.6,0.55,3,0.5466,450,0.0025,5,50.0,425.0,150.83103128998357
100,500,1,0.002,0.6,0.55,3,0.5514,456,0.0027,5,150.0,200.0,60.41522986797286
100,500,1,0.002,0.6,0.55,3,0.5514,446,0.0049,5,200.0,475.0,168.37458240482735
100,500,1,0.002,0.7,0.55,3,0.5496,472,0.0147,5,925.0,1100.0,384.252521136817
100,500,1,0.002,0.7,0.55,3,0.5503,498,0.0076,5,450.0,650.0,191.96353820452467
100,500,1,0.002,0.7,0.55,3,0.5451,476,0.0059,5,250.0,600.0,161.55494421403512
100,500,1,0.002,0.8,0.55,3,0.5509,511,0.0169,5,525.0,2725.0,962.4707787772053
100,500,1,0.002,0.8,0.55,3,0.5468,470,0.0115,5,575.0,1350.0,487.5961443653959
100,500,1,0.002,0.8,0.55,3,0.5516,443,0.0031,5,125.0,325.0,92.73618495495704
100,500,1,0.002,0.9,0.55,3,0.55,483,0.0248,5,1000.0,3100.0,989.0146611653439
100,500,1,0.002,0.9,0.55,3,0.5579,454,0.0329,4,1987.5,3700.0,1407.1663680958268
100,500,1,0.002,0.9,0.55,3,0.5447,504,0.0194,5,275.0,3175.0,1164.5170672858342
100,500,1,0.002,1,0.55,3,0.5409,513,0.042,5,2350.0,4475.0,1633.630925270454
100,500,1,0.002,1,0.55,3,0.5442,506,0.1879,5,11525.0,21225.0,7690.34134482989
100,500,1,0.002,1,0.55,3,0.5485,497,0.0695,5,3650.0,5650.0,1949.7435728833677
100,500,1,0.04,0.3,0.55,3,0.5518,456,0.0231,95,25.0,300.0,55.209246886986726
100,500,1,0.04,0.3,0.55,3,0.5534,477,0.0224,95,25.0,400.0,58.028553483527226
100,500,1,0.04,0.3,0.55,3,0.5534,516,0.0184,94,25.0,175.0,35.339330301857636
100,500,1,0.04,0.4,0.55,3,0.5533,473,0.0302,96,50.0,275.0,63.837681395647685
100,500,1,0.04,0.4,0.55,3,0.5506,505,0.0305,95,50.0,525.0,82.86758118275405
100,500,1,0.04,0.4,0.55,3,0.5533,462,0.0316,97,50.0,575.0,84.5148640708285
100,500,1,0.04,0.5,0.55,3,0.5533,489,0.0508,95,75.0,775.0,159.80120960993312
100,500,1,0.04,0.5,0.55,3,0.543,527,0.046,97,50.0,825.0,155.95062455936818
100,500,1,0.04,0.5,0.55,3,0.5451,489,0.0381,93,50.0,650.0,118.06370820570854
100,500,1,0.04,0.6,0.55,3,0.545,527,0.0483,96,100.0,550.0,115.94567721611774
100,500,1,0.04,0.6,0.55,3,0.5518,409,0.0697,94,87.5,1150.0,216.18087305135444
100,500,1,0.04,0.6,0.55,3,0.5457,490,0.0621,89,125.0,1125.0,187.30711157403044
100,500,1,0.04,0.7,0.55,3,0.5555,449,0.1183,88,150.0,3150.0,468.584939947122
100,500,1,0.04,0.7,0.55,3,0.5415,525,0.0933,88,175.0,1350.0,279.80156759074754
100,500,1,0.04,0.7,0.55,3,0.5429,495,0.1135,80,175.0,2225.0,453.3054597550641
100,500,1,0.04,0.8,0.55,3,0.5429,462,0.178,81,300.0,2775.0,601.3741377282744
100,500,1,0.04,0.8,0.55,3,0.5472,513,0.1865,79,300.0,7200.0,1106.027914999532
100,500,1,0.04,0.8,0.55,3,0.5436,565,0.1829,82,262.5,5625.0,826.7967225949518
100,500,1,0.04,0.9,0.55,3,0.5529,489,0.3273,80,350.0,9575.0,1682.8277622334824
100,500,1,0.04,0.9,0.55,3,0.544,542,0.3017,81,450.0,10075.0,1406.9686071425083
100,500,1,0.04,0.9,0.55,3,0.5541,466,0.2947,78,275.0,13850.0,1978.982707115567
100,500,1,0.04,1,0.55,3,0.5528,475,0.4446,100,337.5,15950.0,2616.052417288308
100,500,1,0.04,1,0.55,3,0.5568,423,0.4767,100,350.0,23650.0,2900.1402013523416
100,500,1,0.04,1,0.55,3,0.5552,437,0.4824,100,250.0,33800.0,3896.293302614679
100,500,1,0.0004,0.3,0.6,3,0.6038,259,0.0004,1,100.0,100.0,0.0
100,500,1,0.0004,0.3,0.6,3,0.5939,326,0.0002,1,50.0,50.0,0.0
100,500,1,0.0004,0.3,0.6,3,0.6052,239,0.0006,1,150.0,150.0,0.0
100,500,1,0.0004,0.4,0.6,3,0.6101,240,0.0004,1,100.0,100.0,0.0
100,500,1,0.0004,0.4,0.6,3,0.6014,272,0.0002,1,50.0,50.0,0.0
100,500,1,0.0004,0.4,0.6,3,0.5976,315,0.0004,1,100.0,100.0,0.0
100,500,1,0.0004,0.5,0.6,3,0.5967,327,0.0003,1,75.0,75.0,0.0
100,500,1,0.0004,0.5,0.6,3,0.6036,274,0.0027,1,675.0,675.0,0.0
100,500,1,0.0004,0.5,0.6,3,0.6032,286,0.0002,1,50.0,50.0,0.0
100,500,1,0.0004,0.6,0.6,3,0.5991,280,0.0004,1,100.0,100.0,0.0
100,500,1,0.0004,0.6,0.6,3,0.6017,275,0.0021,1,525.0,525.0,0.0
100,500,1,0.0004,0.6,0.6,3,0.5989,302,0.0004,1,100.0,100.0,0.0
100,500,1,0.0004,0.7,0.6,3,0.6046,269,0.0031,1,775.0,775.0,0.0
100,500,1,0.0004,0.7,0.6,3,0.604,261,0.0069,1,1725.0,1725.0,0.0
100,500,1,0.0004,0.7,0.6,3,0.5995,294,0.0011,1,275.0,275.0,0.0
100,500,1,0.0004,0.8,0.6,3,0.6015,293,0.0044,1,1100.0,1100.0,0.0
100,500,1,0.0004,0.8,0.6,3,0.6012,279,0.0002,1,50.0,50.0,0.0
100,500,1,0.0004,0.8,0.6,3,0.6,261,0.0025,1,625.0,625.0,0.0
100,500,1,0.0004,0.9,0.6,3,0.6001,275,0.0148,1,3700.0,3700.0,0.0
100,500,1,0.0004,0.9,0.6,3,0.6022,285,0.0181,1,4525.0,4525.0,0.0
100,500,1,0.0004,0.9,0.6,3,0.5994,300,0.0164,1,4100.0,4100.0,0.0
100,500,1,0.0004,1,0.6,3,0.6042,259,0.4988,1,124700.0,124700.0,0.0
100,500,1,0.0004,1,0.6,3,0.604,262,0.4365,1,109125.0,109125.0,0.0
100,500,1,0.0004,1,0.6,3,0.5969,303,0.3643,1,91075.0,91075.0,0.0
100,500,1,0.002,0.3,0.6,3,0.5927,342,0.0008,5,50.0,50.0,12.24744871391589
100,500,1,0.002,0.3,0.6,3,0.5953,286,0.001,5,25.0,150.0,50.0
100,500,1,0.002,0.3,0.6,3,0.5959,320,0.0008,5,25.0,100.0,30.0
100,500,1,0.002,0.4,0.6,3,0.5949,319,0.0015,5,75.0,125.0,35.35533905932738
100,500,1,0.002,0.4,0.6,3,0.5977,308,0.0028,5,100.0,275.0,87.46427842267951
100,500,1,0.002,0.4,0.6,3,0.5978,309,0.0028,5,150.0,325.0,111.35528725660043
100,500,1,0.002,0.5,0.6,3,0.5916,302,0.0024,5,125.0,250.0,79.68688725254614
100,500,1,0.002,0.5,0.6,3,0.6031,280,0.0018,5,50.0,300.0,105.59356040971439
100,500,1,0.002,0.5,0.6,3,0.5987,304,0.0031,5,150.0,325.0,102.95630140987001
100,500,1,0.002,0.6,0.6,3,0.5963,278,0.0022,5,125.0,250.0,83.06623862918075
100,500,1,0.002,0.6,0.6,3,0.6084,276,0.0028,5,50.0,350.0,134.7219358530748
100,500,1,0.002,0.6,0.6,3,0.6035,303,0.0056,5,250.0,700.0,235.26580712037182
100,500,1,0.002,0.7,0.6,3,0.6051,275,0.0055,5,225.0,675.0,241.3503677229434
100,500,1,0.002,0.7,0.6,3,0.6067,267,0.0065,5,150.0,1125.0,402.1815510438041
100,500,1,0.002,0.7,0.6,3,0.5996,325,0.0052,5,125.0,825.0,295.6349099818897
100,500,1,0.002,0.8,0.6,3,0.5979,292,0.0315,5,1425.0,3050.0,924.256457916308
100,500,1,0.002,0.8,0.6,3,0.5928,280,0.0119,5,525.0,1475.0,486.41546028061236
100,500,1,0.002,0.8,0.6,3,0.6013,287,0.0287,5,675.0,4275.0,1597.310239120754
100,500,1,0.002,0.9,0.6,3,0.5977,266,0.1646,5,6075.0,19225.0,7734.393964623214
100,500,1,0.002,0.9,0.6,3,0.6062,293,0.0406,5,2675.0,4075.0,1647.7560499054464
100,500,1,0.002,0.9,0.6,3,0.5997,300,0.0788,5,4875.0,8050.0,2907.774062749718
100,500,1,0.002,1,0.6,3,0.6031,267,0.4534,5,2575.0,103050.0,40267.20563932889
100,500,1,0.002,1,0.6,3,0.6069,277,0.4558,5,1450.0,109975.0,43599.723622977246
100,500,1,0.002,1,0.6,3,0.5996,263,0.4833,5,1950.0,113675.0,44793.05359093082
100,500,1,0.04,0.3,0.6,3,0.6017,289,0.0223,94,50.0,325.0,46.41167007400614
100,500,1,0.04,0.3,0.6,3,0.5944,305,0.0292,95,50.0,475.0,73.02145550445375
100,500,1,0.04,0.3,0.6,3,0.5944,280,0.0221,99,25.0,250.0,50.10447202115519
100,500,1,0.04,0.4,0.6,3,0.5906,308,0.0312,94,50.0,450.0,80.98568020564068
100,500,1,0.04,0.4,0.6,3,0.5979,296,0.0364,99,50.0,625.0,102.72968124864407
100,500,1,0.04,0.4,0.6,3,0.6111,236,0.0303,96,50.0,400.0,72.37850137255883
100,500,1,0.04,0.5,0.6,3,0.606,251,0.0552,95,100.0,825.0,143.46715820969112
100,500,1,0.04,0.5,0.6,3,0.5911,364,0.0473,96,75.0,725.0,134.15654683301787
100,500,1,0.04,0.5,0.6,3,0.5931,315,0.0616,88,100.0,1450.0,215.88217535582606
100,500,1,0.04,0.6,0.6,3,0.5958,296,0.0865,91,175.0,1100.0,217.76757023943986
100,500,1,0.04,0.6,0.6,3,0.5965,260,0.1064,78,187.5,2925.0,459.2527088919445
100,500,1,0.04,0.6,0.6,3,0.5988,286,0.0782,89,125.0,1325.0,259.63111012410417
100,500,1,0.04,0.7,0.6,3,0.5981,297,0.1711,83,225.0,4100.0,719.4043650418611
100,500,1,0.04,0.7,0.6,3,0.5997,276,0.1857,71,225.0,6800.0,1133.8474315428275
100,500,1,0.04,0.7,0.6,3,0.5951,286,0.1488,75,225.0,2600.0,595.8472958736995
100,500,1,0.04,0.8,0.6,3,0.6,284,0.3012,68,175.0,10975.0,2211.4219657782737
100,500,1,0.04,0.8,0.6,3,0.6002,305,0.2957,62,325.0,9750.0,2088.7061355680516
100,500,1,0.04,0.8,0.6,3,0.6065,265,0.3471,55,350.0,28575.0,3961.234520401416
100,500,1,0.04,0.9,0.6,3,0.6091,245,0.5282,49,250.0,96875.0,13685.063714398217
100,500,1,0.04,0.9,0.6,3,0.5989,264,0.4828,50,225.0,65875.0,10190.99131586324
100,500,1,0.04,0.9,0.6,3,0.6017,260,0.5,64,225.0,36950.0,5524.507719867445
100,500,1,0.04,1,0.6,3,0.604,271,0.5809,100,75.0,109800.0,10944.251399136443
100,500,1,0.04,1,0.6,3,0.6035,297,0.5691,100,125.0,84725.0,8537.31448919975
100,500,1,0.04,1,0.6,3,0.609,263,0.5837,100,125.0,98350.0,9898.631632074203
100,500,1,0.0004,0.3,0.65,3,0.655,133,0.0002,1,50.0,50.0,0.0
100,500,1,0.0004,0.3,0.65,3,0.6506,176,0.0013,1,325.0,325.0,0.0
100,500,1,0.0004,0.3,0.65,3,0.6496,156,0.0006,1,150.0,150.0,0.0
100,500,1,0.0004,0.4,0.65,3,0.6443,178,0.0007,1,175.0,175.0,0.0
100,500,1,0.0004,0.4,0.65,3,0.6573,133,0.0001,1,25.0,25.0,0.0
100,500,1,0.0004,0.4,0.65,3,0.6515,150,0.0001,1,25.0,25.0,0.0
100,500,1,0.0004,0.5,0.65,3,0.6462,156,0.0002,1,50.0,50.0,0.0
100,500,1,0.0004,0.5,0.65,3,0.6552,155,0.0005,1,125.0,125.0,0.0
100,500,1,0.0004,0.5,0.65,3,0.6482,158,0.0004,1,100.0,100.0,0.0
100,500,1,0.0004,0.6,0.65,3,0.6475,159,0.0004,1,100.0,100.0,0.0
100,500,1,0.0004,0.6,0.65,3,0.6517,153,0.0008,1,200.0,200.0,0.0
100,500,1,0.0004,0.6,0.65,3,0.6538,152,0.0004,1,100.0,100.0,0.0
100,500,1,0.0004,0.7,0.65,3,0.6515,145,0.0059,1,1475.0,1475.0,0.0
100,500,1,0.0004,0.7,0.65,3,0.6433,152,0.0005,1,125.0,125.0,0.0
100,500,1,0.0004,0.7,0.65,3,0.6505,145,0.0027,1,675.0,675.0,0.0
100,500,1,0.0004,0.8,0.65,3,0.6399,190,0.0066,1,1650.0,1650.0,0.0
100,500,1,0.0004,0.8,0.65,3,0.6434,160,0.001,1,250.0,250.0,0.0
100,500,1,0.0004,0.8,0.65,3,0.6499,151,0.0014,1,350.0,350.0,0.0
100,500,1,0.0004,0.9,0.65,3,0.655,139,0.0639,1,15975.0,15975.0,0.0
100,500,1,0.0004,0.9,0.65,3,0.6515,169,0.0009,1,225.0,225.0,0.0
100,500,1,0.0004,0.9,0.65,3,0.6433,164,0.2108,1,52700.0,52700.0,0.0
100,500,1,0.0004,1,0.65,3,0.6552,157,0.6125,1,153125.0,153125.0,0.0
100,500,1,0.0004,1,0.65,3,0.6518,150,0.6038,1,150950.0,150950.0,0.0
100,500,1,0.0004,1,0.65,3,0.6488,182,0.0005,1,125.0,125.0,0.0
100,500,1,0.002,0.3,0.65,3,0.645,195,0.0012,5,50.0,100.0,33.91164991562634
100,500,1,0.002,0.3,0.65,3,0.654,174,0.0005,5,25.0,25.0,0.0
100,500,1,0.002,0.3,0.65,3,0.6611,143,0.0007,5,25.0,50.0,12.24744871391589
100,500,1,0.002,0.4,0.65,3,0.6451,156,0.0019,5,100.0,150.0,50.99019513592785
100,500,1,0.002,0.4,0.65,3,0.6505,151,0.0013,5,50.0,125.0,40.620192023179804
100,500,1,0.002,0.4,0.65,3,0.6562,157,0.0029,5,125.0,350.0,111.13055385446434
100,500,1,0.002,0.5,0.65,3,0.6465,163,0.0056,5,225.0,625.0,181.93405398660252
100,500,1,0.002,0.5,0.65,3,0.6385,170,0.0035,5,75.0,400.0,146.6287829861518
100,500,1,0.002,0.5,0.65,3,0.6481,150,0.0079,5,175.0,1275.0,444.52221541785735
100,500,1,0.002,0.6,0.65,3,0.6532,158,0.0042,5,175.0,475.0,135.64659966250537
100,500,1,0.002,0.6,0.65,3,0.6429,193,0.0066,5,225.0,950.0,325.7299494980466
100,500,1,0.002,0.6,0.65,3,0.644,158,0.0028,5,100.0,325.0,110.22703842524301
100,500,1,0.002,0.7,0.65,3,0.6435,153,0.0225,5,400.0,3525.0,1285.5932482710073
100,500,1,0.002,0.7,0.65,3,0.6513,140,0.0144,5,375.0,1875.0,591.2698199637794
100,500,1,0.002,0.7,0.65,3,0.6548,154,0.0337,5,650.0,6800.0,2569.4162761218745
100,500,1,0.002,0.8,0.65,3,0.6518,127,0.0219,5,575.0,2500.0,976.9083887448198
100,500,1,0.002,0.8,0.65,3,0.6579,151,0.078,5,1675.0,9050.0,4086.28804662618
100,500,1,0.002,0.8,0.65,3,0.6552,153,0.1905,3,2175.0,45400.0,20895.34437779542
100,500,1,0.002,0.9,0.65,3,0.6492,171,0.5251,4,525.0,130200.0,56223.93111200514
100,500,1,0.002,0.9,0.65,3,0.6489,182,0.4622,2,57775.0,115525.0,57750.0
100,500,1,0.002,0.9,0.65,3,0.65,138,0.3798,2,47475.0,57400.0,9925.0
100,500,1,0.002,1,0.65,3,0.6507,168,0.6164,5,125.0,153675.0,61427.55570588822
100,500,1,0.002,1,0.65,3,0.6465,166,0.6012,5,1350.0,146675.0,58310.46775665584
100,500,1,0.002,1,0.65,3,0.6492,160,0.6011,5,225.0,149250.0,59598.09015396383
100,500,1,0.04,0.3,0.65,3,0.6538,163,0.0261,94,50.0,350.0,60.7088288953077
100,500,1,0.04,0.3,0.65,3,0.6409,167,0.0239,96,50.0,275.0,50.38843799086971
100,500,1,0.04,0.3,0.65,3,0.6505,141,0.0264,95,50.0,300.0,58.17158686167621
100,500,1,0.04,0.4,0.65,3,0.6477,149,0.0417,93,75.0,725.0,128.4006720007311
100,500,1,0.04,0.4,0.65,3,0.6465,174,0.0374,93,50.0,500.0,93.53988961530096
100,500,1,0.04,0.4,0.65,3,0.6405,177,0.0369,93,50.0,525.0,103.07448586239005
100,500,1,0.04,0.5,0.65,3,0.6487,158,0.0633,91,100.0,1450.0,222.1866879102047
