grid_size,grid_res,years,mu,p_spread,rho,n_repeats,x_lines,y_lines,initial_flammable_fraction,initial_num_flammable_clusters,initial_contagion,burned_fraction,num_fires,median_fire_size_ha,max_fire_size_ha,sd_fire_size_ha
101,500,1,0.04,0.8,0.1,3,[],[],0.0993,823,53.36861727494928,0.0138,1,25.0,175.0,21.708922722060095
101,500,1,0.04,0.8,0.1,3,[],[],0.0991,816,53.423064099847586,0.0137,1,25.0,100.0,15.227671144126537
101,500,1,0.04,0.8,0.1,3,[],[],0.0999,809,53.125359330537925,0.0135,1,25.0,125.0,17.134721088986915
101,500,1,0.04,0.9,0.1,3,[],[],0.0988,801,53.41596788688305,0.014,1,25.0,100.0,16.600774888224965
101,500,1,0.04,0.9,0.1,3,[],[],0.1015,827,52.686298022447154,0.0164,1,25.0,225.0,33.53904946912748
101,500,1,0.04,0.9,0.1,3,[],[],0.0994,816,53.3677872477855,0.0141,1,25.0,125.0,18.308675879395196
101,500,1,0.04,1,0.1,3,[],[],0.0996,799,53.2140164890463,0.0146,1,25.0,125.0,19.3875492652599
101,500,1,0.04,1,0.1,3,[],[],0.0954,805,54.53141692431376,0.0138,1,25.0,100.0,18.86618176267237
101,500,1,0.04,1,0.1,3,[],[],0.1004,807,53.0086883298981,0.0147,1,25.0,125.0,20.323933766301845
101,500,1,0.0004,0.3,0.2,3,[],[],0.2039,1304,27.05951518061799,0.0001,1,25.0,25.0,0.0
101,500,1,0.0004,0.3,0.2,3,[],[],0.1957,1270,28.735053744897655,0.0001,1,25.0,25.0,0.0
101,500,1,0.0004,0.3,0.2,3,[],[],0.2001,1269,27.76446010351047,0.0002,1,50.0,50.0,0.0
101,500,1,0.0004,0.4,0.2,3,[],[],0.1986,1237,28.12548722629089,0.0001,1,25.0,25.0,0.0
101,500,1,0.0004,0.4,0.2,3,[],[],0.1961,1305,28.556094371944386,0.0001,1,25.0,25.0,0.0
101,500,1,0.0004,0.4,0.2,3,[],[],0.1992,1236,27.975943151519942,0.0001,1,25.0,25.0,0.0
101,500,1,0.0004,0.5,0.2,3,[],[],0.2033,1242,27.24327788763331,0.0001,1,25.0,25.0,0.0
101,500,1,0.0004,0.5,0.2,3,[],[],0.1928,1210,29.273335112947475,0.0003,1,75.0,75.0,0.0
101,500,1,0.0004,0.5,0.2,3,[],[],0.2057,1261,26.67829462608179,0.0003,1,75.0,75.0,0.0
101,500,1,0.0004,0.6,0.2,3,[],[],0.2036,1297,27.090219200494147,0.0001,1,25.0,25.0,0.0
101,500,1,0.0004,0.6,0.2,3,[],[],0.2016,1250,27.491616863286026,0.0002,1,50.0,50.0,0.0
101,500,1,0.0004,0.6,0.2,3,[],[],0.198,1240,28.190026448599383,0.0001,1,25.0,25.0,0.0
101,500,1,0.0004,0.7,0.2,3,[],[],0.2034,1238,27.1545199863917,0.0001,1,25.0,25.0,0.0
101,500,1,0.0004,0.7,0.2,3,[],[],0.2045,1235,26.916399927739786,0.0001,1,25.0,25.0,0.0
101,500,1,0.0004,0.7,0.2,3,[],[],0.2075,1242,26.34957918130357,0.0001,1,25.0,25.0,0.0
101,500,1,0.0004,0.8,0.2,3,[],[],0.2025,1233,27.322083152288144,0.0002,1,50.0,50.0,0.0
101,500,1,0.0004,0.8,0.2,3,[],[],0.1973,1220,28.406237710569414,0.0001,1,25.0,25.0,0.0
101,500,1,0.0004,0.8,0.2,3,[],[],0.2012,1238,27.59535256919713,0.0001,1,25.0,25.0,0.0
101,500,1,0.0004,0.9,0.2,3,[],[],0.199,1237,27.991042835468882,0.0003,1,75.0,75.0,0.0
101,500,1,0.0004,0.9,0.2,3,[],[],0.1921,1246,29.360449334921736,0.0001,1,25.0,25.0,0.0
101,500,1,0.0004,0.9,0.2,3,[],[],0.2028,1284,27.201039282426866,0.0001,1,25.0,25.0,0.0
101,500,1,0.0004,1,0.2,3,[],[],0.1982,1227,28.116115509419892,0.0005,1,125.0,125.0,0.0
101,500,1,0.0004,1,0.2,3,[],[],0.1977,1265,28.27246715362851,0.0007,1,175.0,175.0,0.0
101,500,1,0.0004,1,0.2,3,[],[],0.1984,1260,28.100847211702916,0.0001,1,25.0,25.0,0.0
101,500,1,0.002,0.3,0.2,3,[],[],0.2061,1272,26.639686411291265,0.0007,1,25.0,50.0,12.24744871391589
101,500,1,0.002,0.3,0.2,3,[],[],0.2058,1247,26.67987721110877,0.0008,1,25.0,75.0,20.0
101,500,1,0.002,0.3,0.2,3,[],[],0.1956,1274,28.681802320838646,0.0008,1,50.0,50.0,12.24744871391589
101,500,1,0.002,0.4,0.2,3,[],[],0.1985,1214,28.179232372364392,0.0009,1,50.0,75.0,18.708286933869708
101,500,1,0.002,0.4,0.2,3,[],[],0.1999,1199,27.873089895764515,0.0007,1,25.0,75.0,20.0
101,500,1,0.002,0.4,0.2,3,[],[],0.2011,1290,27.636106064788247,0.0005,1,25.0,25.0,0.0
101,500,1,0.002,0.5,0.2,3,[],[],0.1997,1250,27.871600453978417,0.0007,1,25.0,75.0,20.0
101,500,1,0.002,0.5,0.2,3,[],[],0.2056,1245,26.698513022198988,0.0009,1,25.0,75.0,24.49489742783178
101,500,1,0.002,0.5,0.2,3,[],[],0.1932,1212,29.129704388635435,0.0008,1,25.0,75.0,20.0
101,500,1,0.002,0.6,0.2,3,[],[],0.1984,1245,28.06059958363968,0.0008,1,25.0,100.0,30.0
101,500,1,0.002,0.6,0.2,3,[],[],0.2013,1274,27.587310080180938,0.0007,1,25.0,75.0,20.0
101,500,1,0.002,0.6,0.2,3,[],[],0.1957,1279,28.70289045487886,0.0007,1,25.0,75.0,20.0
101,500,1,0.002,0.7,0.2,3,[],[],0.2032,1274,27.11199174328005,0.001,1,50.0,75.0,15.811388300841896
101,500,1,0.002,0.7,0.2,3,[],[],0.2014,1244,27.506630089799145,0.0011,1,50.0,100.0,29.154759474226502
101,500,1,0.002,0.7,0.2,3,[],[],0.2073,1257,26.35167715174379,0.0007,1,25.0,75.0,20.0
101,500,1,0.002,0.8,0.2,3,[],[],0.1996,1259,27.886874379246073,0.0011,1,50.0,100.0,24.49489742783178
101,500,1,0.002,0.8,0.2,3,[],[],0.1986,1285,28.14459977899546,0.0012,1,25.0,150.0,48.98979485566356
101,500,1,0.002,0.8,0.2,3,[],[],0.2048,1234,26.898208417016612,0.0012,1,25.0,175.0,58.309518948453004
101,500,1,0.002,0.9,0.2,3,[],[],0.2009,1254,27.629335351697193,0.001,1,25.0,125.0,38.72983346207417
101,500,1,0.002,0.9,0.2,3,[],[],0.1981,1240,28.229996389525414,0.0013,1,50.0,150.0,46.36809247747852
101,500,1,0.002,0.9,0.2,3,[],[],0.1973,1209,28.40092400792946,0.0007,1,25.0,75.0,20.0
101,500,1,0.002,1,0.2,3,[],[],0.2015,1220,27.5092387308269,0.0015,1,75.0,150.0,47.43416490252569
101,500,1,0.002,1,0.2,3,[],[],0.1974,1254,28.300457213369835,0.0009,1,25.0,75.0,24.49489742783178
101,500,1,0.002,1,0.2,3,[],[],0.1988,1273,28.068044399000293,0.0008,1,25.0,75.0,20.0
101,500,1,0.04,0.3,0.2,3,[],[],0.2002,1272,27.754181360810115,0.013,1,25.0,100.0,17.20964682749376
101,500,1,0.04,0.3,0.2,3,[],[],0.2041,1224,26.918127199138585,0.0131,1,25.0,150.0,19.56378176590562
101,500,1,0.04,0.3,0.2,3,[],[],0.2052,1274,26.751861443232173,0.0115,1,25.0,100.0,12.275483697190918
101,500,1,0.04,0.4,0.2,3,[],[],0.1995,1257,27.818048133735285,0.0152,1,25.0,150.0,23.284920012746447
101,500,1,0.04,0.4,0.2,3,[],[],0.2011,1256,27.614620525248334,0.0142,1,25.0,125.0,20.63828077789686
101,500,1,0.04,0.4,0.2,3,[],[],0.1961,1263,28.63946500817941,0.0144,1,25.0,125.0,19.752413211148514
101,500,1,0.04,0.5,0.2,3,[],[],0.2033,1254,27.212281757582847,0.0145,1,25.0,125.0,23.670117485758567
101,500,1,0.04,0.5,0.2,3,[],[],0.1993,1276,27.989774034092797,0.0138,1,25.0,125.0,18.970798273623487
101,500,1,0.04,0.5,0.2,3,[],[],0.1973,1240,28.325115890041108,0.0153,1,25.0,125.0,24.757425247623733
101,500,1,0.04,0.6,0.2,3,[],[],0.1997,1198,27.8803539186272,0.0189,1,25.0,275.0,36.9552093756753
101,500,1,0.04,0.6,0.2,3,[],[],0.1944,1221,28.986469978332117,0.017,1,25.0,150.0,26.638539801656446
101,500,1,0.04,0.6,0.2,3,[],[],0.1983,1243,28.130142103937818,0.0165,1,25.0,150.0,27.928273594596302
101,500,1,0.04,0.7,0.2,3,[],[],0.2,1252,27.78245874963473,0.0196,2,25.0,300.0,42.86343576215525
101,500,1,0.04,0.7,0.2,3,[],[],0.1982,1270,28.142254285240366,0.0164,1,25.0,150.0,27.294063063389196
101,500,1,0.04,0.7,0.2,3,[],[],0.2011,1240,27.585551578274625,0.0175,2,25.0,175.0,30.238570404109804
101,500,1,0.04,0.8,0.2,3,[],[],0.1964,1257,28.5231340818058,0.0193,1,25.0,200.0,34.35693496940768
